PUBCHEM_SID,PUBCHEM_EXT_DATASOURCE_REGID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PUBCHEM_ASSAYDATA_REVOKE,Activity Summary,Antagonist Activity,Antagonist Potency (uM),Antagonist Efficacy (%),Viability Activity,Viability Potency (uM),Viability Efficacy (%),Sample Source
144206432,NCGC00247355-02,1,0,,,,inactive,inactive,,0,inconclusive agonist,,,RTI
144206434,NCGC00247718-01,1,0,,,,inactive,inactive,,0,inactive,,0,RTI
144206435,NCGC00247719-01,1,0,,,,inactive,inactive,,0,inconclusive agonist,,,RTI
144206438,NCGC00247336-02,1,0,,,,inactive,inactive,,0,inconclusive agonist,,,RTI
144206439,NCGC00247721-01,1,0,,,,inactive,inactive,,0,inactive,,0,RTI
144206441,NCGC00247723-01,1,0,,,,inactive,inactive,,0,inactive,,0,RTI
144206442,NCGC00168266-02,1,0,,,,inactive,inactive,,0,inconclusive agonist,,,RTI
144206443,NCGC00247724-01,1,0,,,,inactive,inactive,,0,inactive,,0,RTI
144206444,NCGC00247725-01,1,0,,,,inactive,inactive,,0,inconclusive agonist,67.81519361,69.38081951,RTI
144206445,NCGC00247726-01,1,0,,,,inactive,inactive,,0,active agonist,76.35825061,79.36258457,RTI
144206446,NCGC00247727-01,1,0,,,,inactive,inactive,,0,inactive,,0,RTI
144206449,NCGC00247730-01,1,0,,,,inactive,inactive,,0,inactive,,0,RTI
144206451,NCGC00247732-01,1,0,,,,inactive,inactive,,0,inactive,,0,RTI
144206453,NCGC00247734-01,1,0,,,,inactive,inactive,,0,inactive,,0,RTI
144206456,NCGC00183270-01,1,0,,,,inactive,inactive,,0,inactive,,0,ACC
144206457,NCGC00182037-01,1,0,,,,inactive,inactive,,0,inactive,,0,ACC
144206463,NCGC00183095-01,1,0,,,,inactive,inactive,,0,inactive,,0,ACC
144206464,NCGC00183096-01,1,0,,,,inactive,inactive,,0,inactive,,0,ACC
144206472,NCGC00181788-01,1,0,,,,inactive,inactive,,0,inconclusive agonist,26.60321198,103.7740775,ACC
144206473,NCGC00181749-01,1,0,,,,inactive,inactive,,0,inactive,,0,ACC
144206474,NCGC00181750-01,1,0,,,,inactive,inactive,,0,inconclusive agonist,29.84929478,53.94115964,ACC
144206480,NCGC00181755-01,1,0,,,,inactive,inactive,,0,inconclusive agonist,,,ACC
144206484,NCGC00182031-01,1,0,,,,inactive,inactive,,0,inactive,,0,ACC
144206486,NCGC00182710-02,1,0,,,,inactive,inactive,,0,inactive,,0,ACC
144206489,NCGC00181756-01,1,0,,,,inactive,inactive,,0,inactive,,0,ACC
144206494,NCGC00181760-01,1,0,,,,inactive,inactive,,0,inactive,,0,ACC
144206496,NCGC00181761-01,1,0,,,,inactive,inactive,,0,inactive,,0,ACC
144206504,NCGC00182025-01,1,0,,,,inactive,inactive,,0,inactive,,0,ACC
144206509,NCGC00182030-01,1,0,,,,inactive,inactive,,0,inconclusive agonist,,,ACC
144206513,NCGC00182034-01,1,0,,,,inactive,inactive,,0,inactive,,0,ACC
144206517,NCGC00183103-01,1,0,,,,inactive,inactive,,0,inactive,,0,ACC
144206602,NCGC00183108-01,1,0,,,,inactive,inactive,,0,inactive,,0,Beta Pharma
144206631,NCGC00182551-01,1,0,,,,inactive,inactive,,0,inactive,,0,Chemos
144206640,NCGC00181916-01,1,0,,,,inactive,inactive,,0,inactive,,0,FLUKA
144206753,NCGC00249416-01,1,0,,,,inactive,inactive,,0,inactive,,0,NCGCChem
144206758,NCGC00160622-04,1,0,,,,inactive,inactive,,0,inactive,,0,NCGCChem
144206800,NCGC00181912-01,1,0,,,,inactive,inactive,,0,inactive,,0,Pharmaron
144206803,NCGC00183003-01,1,0,,,,inactive,inactive,,0,inconclusive agonist,3.34914596,36.95066358,Pharmaron
144206805,NCGC00183856-01,1,0,,,,inactive,inactive,,0,inactive,,0,Pharmaron
144206808,NCGC00182994-01,1,0,,,,inactive,inactive,,0,inactive,,0,Pharmaron
144206809,NCGC00183025-01,1,0,,,,inactive,inactive,,0,inactive,,0,Pharmaron
144206811,NCGC00183833-01,1,0,,,,inactive,inactive,,0,inactive,,0,Pharmaron
144206813,NCGC00183009-01,1,0,,,,inactive,inactive,,0,inactive,,0,Pharmaron
144206815,NCGC00183019-01,1,0,,,,inactive,inactive,,0,inactive,,0,Pharmaron
144206816,NCGC00182993-01,1,0,,,,inactive,inactive,,0,inactive,,0,Pharmaron
144206817,NCGC00182986-01,1,0,,,,inactive,inactive,,0,inactive,,0,Pharmaron
144206819,NCGC00183848-01,1,0,,,,inactive,inactive,,0,inconclusive agonist,,,Pharmaron
144206820,NCGC00183850-01,1,0,,,,inactive,inactive,,0,inactive,,0,Pharmaron
144206821,NCGC00183026-01,1,0,,,,inactive,inactive,,0,inactive,,0,Pharmaron
144206822,NCGC00183835-01,1,0,,,,inactive,inactive,,0,inactive,,0,Pharmaron
144206824,NCGC00183007-01,1,0,,,,inactive,inactive,,0,inactive,,0,Pharmaron
144206828,NCGC00182995-01,1,0,,,,inactive,inactive,,0,inactive,,0,Pharmaron
144206830,NCGC00183845-01,1,0,,,,inactive,inactive,,0,inactive,,0,Pharmaron
144206831,NCGC00183011-01,1,0,,,,inactive,inactive,,0,inactive,,0,Pharmaron
144206832,NCGC00182996-01,1,0,,,,inactive,inactive,,0,inactive,,0,Pharmaron
144206834,NCGC00182982-01,1,0,,,,inactive,inactive,,0,inactive,,0,Pharmaron
144206835,NCGC00183004-01,1,0,,,,inactive,inactive,,0,inactive,,0,Pharmaron
144206836,NCGC00183851-01,1,0,,,,inactive,inactive,,0,inactive,,0,Pharmaron
144206837,NCGC00182997-01,1,0,,,,inactive,inactive,,0,inactive,,0,Pharmaron
144206838,NCGC00183842-01,1,0,,,,inactive,inactive,,0,inactive,,0,Pharmaron
144206842,NCGC00183854-01,1,0,,,,inactive,inactive,,0,inactive,,0,Pharmaron
144206845,NCGC00183013-01,1,0,,,,inactive,inactive,,0,inactive,,0,Pharmaron
144206846,NCGC00183859-01,1,0,,,,inactive,inactive,,0,inactive,,0,Pharmaron
144206847,NCGC00183014-01,1,0,,,,inactive,inactive,,0,inactive,,0,Pharmaron
144206849,NCGC00182984-01,1,0,,,,inactive,inactive,,0,inactive,,0,Pharmaron
144206850,NCGC00182988-01,1,0,,,,inactive,inactive,,0,inactive,,0,Pharmaron
144206853,NCGC00183016-01,1,0,,,,inactive,inactive,,0,inactive,,0,Pharmaron
144206854,NCGC00182989-01,1,0,,,,inactive,inactive,,0,inactive,,0,Pharmaron
144206855,NCGC00183839-01,1,0,,,,inactive,inactive,,0,inconclusive agonist,,,Pharmaron
144206857,NCGC00183857-01,1,0,,,,inactive,inactive,,0,active agonist,1.412323141,64.16993431,Pharmaron
144206858,NCGC00183027-01,1,0,,,,inactive,inactive,,0,inactive,,0,Pharmaron
144206859,NCGC00183023-01,1,0,,,,inactive,inactive,,0,inactive,,0,Pharmaron
144206860,NCGC00183863-01,1,0,,,,inactive,inactive,,0,inactive,,0,Pharmaron
144206863,NCGC00183855-01,1,0,,,,inactive,inactive,,0,inactive,,0,Pharmaron
144206864,NCGC00183843-01,1,0,,,,inactive,inactive,,0,inactive,,0,Pharmaron
144206867,NCGC00183862-01,1,0,,,,inactive,inactive,,0,inactive,,0,Pharmaron
144206868,NCGC00183847-01,1,0,,,,inactive,inactive,,0,inconclusive agonist,,,Pharmaron
144206869,NCGC00182990-01,1,0,,,,inactive,inactive,,0,inactive,,0,Pharmaron
144206870,NCGC00183828-01,1,0,,,,inactive,inactive,,0,inactive,,0,Pharmaron
144206871,NCGC00183841-01,1,0,,,,inactive,inactive,,0,inactive,,0,Pharmaron
144206873,NCGC00182991-01,1,0,,,,inactive,inactive,,0,inconclusive agonist,,,Pharmaron
144206874,NCGC00183002-01,1,0,,,,inactive,inactive,,0,inactive,,0,Pharmaron
144206877,NCGC00183017-01,1,0,,,,inactive,inactive,,0,inactive,,0,Pharmaron
144206878,NCGC00183860-01,1,0,,,,inactive,inactive,,0,inactive,,0,Pharmaron
144206879,NCGC00182999-01,1,0,,,,inactive,inactive,,0,inactive,,0,Pharmaron
144206881,NCGC00183844-01,1,0,,,,inactive,inactive,,0,active agonist,0.031617977,68.4092217,Pharmaron
144206882,NCGC00182985-01,1,0,,,,inactive,inactive,,0,inactive,,0,Pharmaron
144206885,NCGC00181909-01,1,0,,,,inactive,inactive,,0,inactive,,0,Pharmaron
144206889,NCGC00181914-01,1,0,,,,inactive,inactive,,0,inconclusive agonist,,,Pharmaron
144206891,NCGC00182992-01,1,0,,,,inactive,inactive,,0,inactive,,0,Pharmaron
144206892,NCGC00183000-01,1,0,,,,inactive,inactive,,0,inconclusive agonist,,,Pharmaron
144206961,NCGC00187584-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144207139,NCGC00185767-01,1,0,,,,inactive,inactive,,0,inactive,,0,Toronto Research
144207154,NCGC00181794-01,1,0,,,,inactive,inactive,,0,inactive,,0,Toronto Research
144207162,NCGC00189077-01,1,0,,,,inactive,inactive,,0,inactive,,0,Toronto Research
144207173,NCGC00185770-01,1,0,,,,inactive,inactive,,0,inactive,,0,Toronto Research
144207198,NCGC00229704-01,1,0,,,,inactive,inactive,,0,inactive,,0,Waterstone
144207199,NCGC00257555-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144207200,NCGC00257556-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144207201,NCGC00257557-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144207202,NCGC00257558-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144207206,NCGC00257562-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144207207,NCGC00257563-01,1,0,,,,inactive,inactive,,0,inactive,,0,ChemService
144207208,NCGC00257564-01,1,0,,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
144207209,NCGC00257565-01,1,0,,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
144207211,NCGC00257567-01,1,0,,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
144207214,NCGC00257570-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144207215,NCGC00257571-01,1,0,,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
144207217,NCGC00257573-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144207218,NCGC00257574-01,1,0,,,,inactive,inactive,,0,inactive,,0,ChromaDex
144207219,NCGC00257575-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144207221,NCGC00257577-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144207222,NCGC00257578-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144207223,NCGC00257579-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144207225,NCGC00257581-01,1,0,,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
144207226,NCGC00257582-01,1,0,,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
144207227,NCGC00257583-01,1,0,,,,inactive,inactive,,0,inactive,,0,ChemService
144207228,NCGC00257584-01,1,0,,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
144207229,NCGC00257585-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144207231,NCGC00257587-01,1,0,,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
144207233,NCGC00257589-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144207234,NCGC00257590-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144207237,NCGC00257593-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144207241,NCGC00257597-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144207245,NCGC00257601-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144207249,NCGC00257605-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144207252,NCGC00257608-01,1,0,,,,inactive,inactive,,0,inactive,,0,ABCR
144207254,NCGC00257610-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144207255,NCGC00257611-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144207257,NCGC00257613-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144207259,NCGC00257615-01,1,0,,,,inactive,inactive,,0,inactive,,0,ChemService
144207260,NCGC00257616-01,1,0,,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
144207262,NCGC00257618-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144207263,NCGC00257619-01,1,0,,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
144207265,NCGC00257621-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144207268,NCGC00257624-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144207270,NCGC00257626-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144207271,NCGC00257627-01,1,0,,,,inactive,inactive,,0,active antagonist,27.08402051,-46.86280586,SIGMA
144207272,NCGC00257628-01,1,0,,,,inactive,inactive,,0,inactive,,0,Eastman Kodak
144207275,NCGC00257631-01,1,0,,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
144207276,NCGC00257632-01,1,0,,,,inactive,inactive,,0,inactive,,0,City Chemical
144207277,NCGC00257633-01,1,0,,,,inactive,inactive,,0,inactive,,0,Interchem
144207279,NCGC00257635-01,1,0,,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
144207280,NCGC00257636-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144207282,NCGC00257638-01,1,0,,,,inactive,inactive,,0,inactive,,0,Io-li-tec
144207283,NCGC00257639-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144207286,NCGC00257642-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144207287,NCGC00257643-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144207288,NCGC00257644-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144207292,NCGC00257648-01,1,0,,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
144207294,NCGC00257650-01,1,0,,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
144207295,NCGC00257651-01,1,0,,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
144207296,NCGC00257652-01,1,0,,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
144207297,NCGC00257653-01,1,0,,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
144207300,NCGC00257656-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144207301,NCGC00257657-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144207307,NCGC00257663-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144207308,NCGC00257664-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144207311,NCGC00257667-01,1,0,,,,inactive,inactive,,0,inactive,,0,Alfa Aesar
144207316,NCGC00257672-01,1,0,,,,inactive,inactive,,0,inactive,,0,Io-li-tec
144207317,NCGC00257673-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144207318,NCGC00257674-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144207319,NCGC00257675-01,1,0,,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
144207321,NCGC00257677-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144207322,NCGC00257678-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144207324,NCGC00257680-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144207325,NCGC00257681-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144207327,NCGC00257683-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144207328,NCGC00257684-01,1,0,,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
144207329,NCGC00257685-01,1,0,,,,inactive,inactive,,0,inactive,,0,Sensient
144207330,NCGC00257686-01,1,0,,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
144207331,NCGC00257687-01,1,0,,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
144207334,NCGC00257690-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144207335,NCGC00257691-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144207336,NCGC00257692-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144207343,NCGC00257699-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144207344,NCGC00257700-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144207345,NCGC00257701-01,1,0,,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
144207346,NCGC00257702-01,1,0,,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
144207348,NCGC00257704-01,1,0,,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
144207351,NCGC00257707-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144207352,NCGC00257708-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144207353,NCGC00257709-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144207356,NCGC00257712-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144207360,NCGC00257716-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144207361,NCGC00257717-01,1,0,,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
144207363,NCGC00257719-01,1,0,,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
144207364,NCGC00257720-01,1,0,,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
144207365,NCGC00257721-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144207366,NCGC00257722-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144207368,NCGC00257724-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144207370,NCGC00257726-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144207371,NCGC00257727-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144207372,NCGC00257728-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144207373,NCGC00257729-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144207375,NCGC00257731-01,1,0,,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
144207376,NCGC00257732-01,1,0,,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
144207377,NCGC00257733-01,1,0,,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
144207378,NCGC00257734-01,1,0,,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
144207379,NCGC00257735-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144207381,NCGC00257737-01,1,0,,,,inactive,inactive,,0,inactive,,0,ChemService
144207382,NCGC00257738-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144207384,NCGC00257740-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144207385,NCGC00257741-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144207387,NCGC00257743-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144207388,NCGC00257744-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144207392,NCGC00257748-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144207394,NCGC00257750-01,1,0,,,,inactive,inactive,,0,inactive,,0,Sensient
144207395,NCGC00257751-01,1,0,,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
144207401,NCGC00257757-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144207404,NCGC00257760-01,1,0,,,,inactive,inactive,,0,inactive,,0,Interchem
144207405,NCGC00257761-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144207406,NCGC00257762-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144207407,NCGC00257763-01,1,0,,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
144207408,NCGC00257764-01,1,0,,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
144207410,NCGC00257766-01,1,0,,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
144207411,NCGC00257767-01,1,0,,,,inactive,inactive,,0,active antagonist,61.69049088,-53.63816808,SigmaAldrich
144207414,NCGC00257770-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144207415,NCGC00257771-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144207416,NCGC00257772-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144207418,NCGC00257774-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144207419,NCGC00257775-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144207420,NCGC00257776-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144207421,NCGC00257777-01,1,0,,,,inactive,inactive,,0,inactive,,0,Io-li-tec
144207422,NCGC00257778-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144207423,NCGC00257779-01,1,0,,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
144207424,NCGC00257780-01,1,0,,,,inactive,inactive,,0,inactive,,0,Sensient
144207425,NCGC00257781-01,1,0,,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
144207426,NCGC00257782-01,1,0,,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
144207427,NCGC00257783-01,1,0,,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
144207429,NCGC00257785-01,1,0,,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
144207430,NCGC00257786-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144207431,NCGC00257787-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144207436,NCGC00257792-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144207437,NCGC00257793-01,1,0,,,,inactive,inactive,,0,inactive,,0,ChemService
144207439,NCGC00257795-01,1,0,,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
144207440,NCGC00257796-01,1,0,,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
144207441,NCGC00257797-01,1,0,,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
144207442,NCGC00257798-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144207443,NCGC00257799-01,1,0,,,,inactive,inactive,,0,inactive,,0,Wako
144207444,NCGC00257800-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144207445,NCGC00257801-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144207446,NCGC00257802-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144207447,NCGC00257803-01,1,0,,,,inactive,inactive,,0,inactive,,0,Sensient
144207448,NCGC00257804-01,1,0,,,,inactive,inactive,,0,inactive,,0,TCI
144207450,NCGC00257806-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144207451,NCGC00257807-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144207455,NCGC00257811-01,1,0,,,,inactive,inactive,,0,inactive,,0,Interchem
144207456,NCGC00257812-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144207457,NCGC00257813-01,1,0,,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
144207458,NCGC00257814-01,1,0,,,,inactive,inactive,,0,inactive,,0,SigmaAldrich
144207462,NCGC00257818-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144207463,NCGC00257819-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144207464,NCGC00257820-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144207465,NCGC00257821-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144207466,NCGC00257822-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144207469,NCGC00257825-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144207470,NCGC00257826-01,1,0,,,,inactive,inactive,,0,inactive,,0,SRI International
144207473,NCGC00257829-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144207474,NCGC00257830-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144207477,NCGC00257833-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144207478,NCGC00257834-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144207479,NCGC00257835-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
144207480,NCGC00257836-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA
